timestamp,rpm,temperature,vibration
2517,705.46,86.18,3.35
2518,718.4,87.01,4.07
2519,700.52,87.7,3.66
2520,699.66,86.51,2.78
2521,718.03,85.65,3.39
2522,703.81,84.66,4.6
2523,705.19,86.6,3.29
2524,719.94,85.35,3.89
2525,720.07,84.53,4.06
2526,717.06,85.69,2.64
2527,709.64,85.37,2.91
2528,693.35,84.54,3.03
2529,713.28,85.23,3.24
2530,730.94,84.98,3.31
2531,719.28,86.96,3.04
2532,700.82,87.1,2.97
2533,702.08,85.64,3.1
2534,687.73,83.05,2.66
2535,699.51,85.04,4.81
2536,720.2,85.17,4.92
2537,679.1,84.6,3.51
2538,729.37,84.36,3.03
2539,708.23,84.72,3.35
2540,713.96,83.31,3.6
2541,717.14,86.33,3.92
2542,714.55,84.47,3.62
2543,704.55,86.52,2.93
2544,701.8,84.98,5.02
2545,699.17,85.81,3.58
2546,722.99,87.2,4.09
2547,701.52,85.49,4.21
2548,717.4,86.55,3.62
2549,692.93,85.62,3.35
2550,697.33,86.48,3.54
2551,720.09,84.24,2.78
2552,680.27,86.65,3.84
2553,721.96,85.22,4.27
2554,690.14,85.06,3.49
2555,702.26,85.75,2.93
2556,706.68,84.49,4.16
2557,705.09,85.52,4.01
2558,711.75,85.03,4.14
2559,718.98,85.11,3.27
2560,698.34,84.68,3.33
2561,686.69,86.44,2.81
2562,711.9,86.03,4.05
2563,705.58,85.33,3.54
2564,720.92,85.46,3.56
2565,696.86,85.39,4.01
2566,696.11,84.83,4.14
2567,696.52,84.4,3.2
2568,708.39,87.22,3.84
2569,696.4,85.55,3.8
2570,696.98,85.84,3.82
2571,679.0,84.94,3.37
2572,700.63,85.4,2.12
2573,719.5,86.43,2.38
2574,687.98,82.9,2.69
2575,691.16,86.65,4.21
2576,680.45,84.9,3.53
2577,733.34,84.8,3.75
2578,711.85,83.97,2.73
2579,691.13,84.27,2.95
2580,699.9,87.1,4.03
2581,704.5,85.3,3.0
2582,703.61,85.69,3.6
2583,696.75,84.97,3.89
2584,686.5,84.9,3.41
2585,697.84,84.54,3.39
2586,695.0,85.62,3.89
2587,712.48,85.93,2.98
2588,728.67,86.79,3.77
2589,680.15,86.21,4.35
2590,694.25,85.96,3.08
2591,712.46,85.78,3.48
2592,701.95,84.04,3.86
2593,679.68,85.86,2.91
2594,717.55,85.7,2.86
2595,682.43,83.28,3.1
2596,704.8,86.54,4.24
2597,714.84,86.44,3.55
2598,675.15,86.25,4.2
2599,722.7,83.89,3.31
2600,692.68,86.54,3.17
2601,718.46,85.83,3.63
2602,718.44,84.84,3.29
2603,693.6,83.29,3.53
2604,709.72,86.29,3.95
2605,709.64,84.61,3.79
2606,724.0,85.27,3.69
2607,700.26,86.03,3.57
2608,704.38,85.52,3.91
2609,698.04,84.52,2.5
2610,680.8,84.31,3.27
2611,692.95,85.11,2.84
2612,686.52,86.84,3.2
2613,715.94,85.11,3.68
2614,719.19,84.71,3.3
2615,701.85,84.35,2.9
2616,691.75,85.15,3.27
2617,694.15,86.35,3.28
2618,693.7,84.33,3.58
2619,716.33,84.88,3.71
2620,716.8,86.1,3.58
2621,708.06,86.19,4.14
2622,702.9,84.84,2.71
2623,719.96,85.07,3.92
2624,689.32,85.03,3.07
2625,689.88,84.97,3.56
2626,697.79,84.77,2.59
2627,686.41,85.32,3.09
2628,687.65,85.71,4.8
2629,719.9,85.3,3.44
2630,721.31,86.53,3.79
2631,699.25,84.83,4.12
2632,688.73,84.05,3.76
2633,698.42,83.36,3.1
2634,695.9,85.71,4.16
2635,710.77,85.59,2.53
2636,688.83,86.97,3.25
2637,695.84,86.15,4.2
2638,668.91,84.17,2.92
2639,693.14,85.09,3.72
2640,672.2,86.51,2.79
2641,692.17,85.24,3.88
2642,709.37,86.68,4.14
2643,695.45,86.32,3.36
2644,677.09,85.68,3.53
2645,692.42,86.26,3.65
2646,713.82,86.12,3.29
2647,701.0,86.11,4.4
2648,683.68,84.23,3.66
2649,676.99,84.42,3.18
2650,704.49,85.45,3.13
2651,712.87,86.32,3.24
2652,687.63,86.72,3.23
2653,736.61,84.13,3.82
2654,699.14,85.02,3.23
2655,708.36,86.56,2.89
2656,708.69,86.0,3.67
2657,672.19,85.81,3.48
2658,684.04,85.46,3.75
2659,688.87,86.71,3.92
2660,716.74,86.0,3.41
2661,693.25,85.65,3.59
2662,709.3,84.93,3.34
2663,700.84,83.79,3.72
2664,682.05,84.94,3.38
2665,703.68,85.58,3.12
2666,701.83,85.05,3.51
2667,707.57,85.18,3.42
2668,704.22,85.82,3.22
2669,679.85,83.22,2.8
2670,691.76,86.25,3.16
2671,656.45,85.35,3.78
2672,701.84,84.83,3.47
2673,709.69,86.11,3.92
2674,698.16,84.84,2.7
2675,690.1,87.07,2.76
2676,698.19,85.69,3.05
2677,711.96,84.78,3.27
2678,700.44,85.84,4.01
2679,711.15,84.4,3.55
2680,719.93,85.87,2.76
2681,671.78,85.66,3.5
2682,711.9,84.46,2.77
2683,675.86,84.3,4.6
2684,679.42,87.11,3.77
2685,699.48,83.84,3.03
2686,690.82,85.97,4.32
2687,698.13,85.67,3.72
2688,743.72,86.67,3.61
2689,696.23,85.73,3.66
2690,702.52,84.36,3.82
2691,700.64,82.87,3.24
2692,703.16,83.86,4.23
2693,710.86,85.32,4.79
2694,719.88,85.82,3.16
2695,700.45,83.38,3.77
2696,702.19,83.02,3.49
2697,692.44,85.51,3.17
2698,691.94,85.52,4.3
2699,708.89,87.23,3.93
2700,713.1,84.29,3.05
2701,691.81,86.18,3.51
2702,703.08,85.66,3.95
2703,693.3,85.53,4.04
2704,675.51,83.86,2.6
2705,685.84,84.49,3.07
2706,715.76,84.36,3.89
2707,700.3,86.7,2.95
2708,693.87,85.55,3.04
2709,696.0,85.5,3.9
2710,691.33,86.08,3.71
2711,712.33,86.11,3.68
2712,722.27,84.52,4.24
2713,735.95,83.8,3.56
2714,679.42,84.52,3.94
2715,701.59,86.45,4.04
2716,698.06,84.88,3.9
2717,701.3,84.4,3.1
2718,694.03,86.2,3.36
2719,706.26,85.79,3.75
2720,693.6,85.5,3.07
2721,680.96,85.98,3.23
2722,702.84,85.92,1.51
2723,674.43,85.44,3.94
2724,699.87,86.4,3.36
2725,658.35,86.61,3.68
2726,711.22,86.0,3.22
2727,717.68,85.29,3.46
2728,684.55,84.94,3.75
2729,663.14,85.27,3.49
2730,741.2,86.05,4.71
2731,686.99,86.1,3.51
2732,702.11,83.77,4.5
2733,700.55,86.11,3.16
2734,688.05,85.67,2.97
2735,695.48,84.88,4.01
2736,710.32,85.1,3.91
2737,717.51,83.36,2.87
2738,712.02,85.23,3.65
2739,702.43,86.75,4.39
2740,684.03,84.34,3.63
2741,690.82,85.05,3.08
2742,687.54,85.99,3.26
2743,700.74,84.62,4.12
2744,710.45,85.13,3.77
2745,695.48,84.77,3.5
2746,701.87,86.34,3.24
2747,692.67,84.78,3.58
2748,714.29,86.56,3.32
2749,708.86,87.1,3.43
2750,695.45,85.47,2.82
2751,694.49,84.07,4.25
2752,683.61,85.55,3.96
2753,679.77,86.08,4.3
2754,726.94,86.5,3.74
2755,686.08,85.35,2.98
2756,656.49,84.2,2.73
2757,692.38,86.25,3.5
2758,716.16,85.61,3.97
2759,698.88,86.71,4.05
2760,683.07,85.5,4.07
2761,704.86,85.8,3.61
2762,723.2,85.55,4.0
2763,652.94,84.44,3.86
2764,665.15,86.77,3.11
2765,696.34,85.19,3.55
2766,694.12,86.02,3.83
2767,729.91,85.17,3.9
2768,730.16,84.47,2.64
2769,698.88,84.59,3.83
2770,682.53,85.3,3.76
2771,676.55,85.29,3.47
2772,715.94,85.9,3.2
2773,696.69,86.19,3.72
2774,691.76,84.64,2.9
2775,681.51,87.92,3.67
2776,701.11,86.28,3.49
2777,708.69,84.54,2.8
2778,710.79,83.74,3.45
2779,702.14,85.7,4.22
2780,702.92,85.69,3.53
2781,697.35,83.98,3.43
2782,703.69,85.61,3.39
2783,686.32,84.27,3.11
2784,686.45,84.93,3.56
2785,686.53,87.07,3.64
2786,711.58,85.13,4.03
2787,684.1,85.05,2.98
2788,692.37,87.49,3.82
2789,668.54,85.67,3.43
2790,680.25,84.69,2.73
2791,700.23,85.98,3.74
2792,704.72,84.83,2.08
2793,705.35,86.53,3.9
2794,698.4,85.86,4.43
2795,682.25,85.65,3.95
2796,679.14,85.51,4.04
2797,713.74,85.26,3.0
2798,700.26,83.44,2.77
2799,711.35,84.66,4.1
2800,681.4,85.08,2.57
2801,698.87,86.96,4.48
2802,687.75,85.65,3.84
2803,724.78,84.65,4.32
2804,696.75,82.73,3.77
2805,686.34,85.84,2.39
2806,696.47,86.41,4.39
2807,705.61,86.51,3.57
2808,708.89,86.97,3.78
2809,720.6,85.29,4.03
2810,678.51,85.03,3.21
2811,706.54,85.09,4.11
2812,674.72,86.65,2.78
2813,685.17,86.81,4.17
2814,691.19,86.01,3.57
2815,681.5,86.55,2.43
2816,689.96,86.55,3.73
2817,702.35,85.93,3.8
2818,684.98,84.8,3.18
2819,701.2,85.93,4.23
2820,708.08,86.04,3.78
2821,676.21,83.82,3.12
2822,709.28,84.93,3.48
2823,719.48,86.01,4.07
2824,700.32,86.23,3.33
2825,711.9,87.25,2.83
2826,736.38,86.24,3.96
2827,715.47,85.46,4.23
2828,713.31,87.13,4.26
2829,677.18,86.71,3.73
2830,688.6,85.94,3.08
2831,704.75,85.92,3.49
2832,694.32,84.78,3.42
2833,722.91,84.58,2.92
2834,695.78,85.61,3.06
2835,711.81,85.18,3.81
2836,725.76,84.0,3.83
2837,681.46,86.29,3.16
2838,710.94,85.19,2.94
2839,688.88,85.06,3.54
2840,689.76,86.74,3.45
2841,687.6,85.16,3.95
2842,686.44,88.47,3.49
2843,693.37,85.59,3.67
2844,735.96,87.99,3.24
2845,670.15,84.51,2.4
2846,725.08,85.46,4.05
2847,705.45,84.84,3.66
2848,706.23,84.62,2.84
2849,678.88,86.94,2.9
2850,716.49,84.99,3.46
2851,686.77,86.25,3.43
2852,701.57,85.87,3.66
2853,697.58,86.36,3.15
2854,718.44,84.98,3.28
2855,672.02,84.73,2.79
2856,703.19,85.18,3.06
2857,680.02,85.49,3.73
2858,696.84,86.43,5.07
2859,697.4,87.15,3.44
2860,707.8,85.52,4.05
2861,706.05,86.09,3.73
2862,683.95,86.45,3.75
2863,704.33,83.92,3.35
2864,679.54,83.5,3.83
2865,693.67,86.03,3.31
2866,661.38,86.18,4.16
2867,709.01,85.81,3.75
2868,725.82,84.29,4.09
2869,706.51,84.15,2.74
2870,680.62,85.92,4.15
2871,685.79,86.99,3.29
2872,688.79,86.11,3.87
2873,682.59,85.02,3.44
2874,711.55,84.31,3.11
2875,680.37,85.88,4.16
2876,709.94,85.62,2.99
2877,715.4,85.03,3.26
2878,728.53,84.22,2.9
2879,689.01,86.51,3.63
2880,681.03,85.09,3.0
2881,724.8,86.28,3.24
2882,710.51,84.54,3.19
2883,704.6,86.09,4.28
2884,702.18,87.48,2.85
2885,710.34,85.03,3.5
2886,707.84,84.91,2.87
2887,694.17,82.84,3.08
2888,707.71,84.42,3.27
2889,708.16,84.77,3.25
2890,706.11,86.41,3.88
2891,672.68,86.62,3.72
2892,730.66,84.38,3.45
2893,685.72,83.73,3.63
2894,723.23,84.82,3.24
2895,698.1,85.48,3.19
2896,683.0,85.06,3.54
2897,696.83,85.62,3.91
2898,687.38,85.35,2.87
2899,726.52,84.53,4.03
2900,713.14,86.21,3.74
2901,738.39,85.81,3.71
2902,698.5,85.31,3.42
2903,696.63,86.98,4.59
2904,717.1,86.76,3.38
2905,718.85,84.32,2.71
2906,698.43,84.39,2.98
2907,724.4,86.58,4.12
2908,724.17,86.44,3.66
2909,710.71,83.48,3.94
2910,709.37,84.66,3.6
2911,713.02,85.43,3.05
2912,720.33,86.34,2.71
2913,701.24,85.77,3.31
2914,721.51,85.6,4.54
2915,699.64,86.06,4.01
2916,689.64,85.12,3.6
2917,713.08,87.48,4.1
2918,727.89,84.87,3.06
2919,710.48,84.91,3.26
2920,694.89,86.36,3.67
2921,685.8,86.71,3.04
2922,687.52,86.72,3.48
2923,675.14,85.09,3.54
2924,684.33,85.84,3.82
2925,680.52,84.69,4.02
2926,711.65,83.97,3.02
2927,694.73,85.41,2.96
2928,714.51,84.37,3.67
2929,715.22,85.7,3.34
2930,690.48,84.56,3.31
2931,703.96,85.37,3.69
2932,713.39,85.74,3.79
2933,715.05,84.63,3.81
2934,691.48,86.9,3.63
2935,690.8,84.7,3.22
2936,712.6,84.1,3.67
2937,694.9,84.66,2.45
2938,716.37,86.01,2.49
2939,704.05,86.15,2.93
2940,713.17,84.5,4.9
2941,699.6,85.68,4.04
2942,697.82,85.82,2.85
2943,682.65,85.75,2.89
2944,708.71,85.93,2.85
2945,688.01,86.67,2.98
2946,708.42,84.75,4.28
2947,736.65,87.3,4.01
2948,705.14,84.03,3.92
2949,701.9,86.03,3.78
2950,697.75,85.57,3.64
2951,678.03,85.3,2.67
2952,692.18,85.37,3.69
2953,671.55,86.46,4.2
2954,696.37,85.81,2.6
2955,708.4,85.26,2.67
2956,691.67,84.85,3.02
2957,699.87,84.83,3.21
2958,709.75,84.72,3.5
2959,693.85,84.55,3.74
2960,702.82,84.42,3.33
2961,715.41,84.56,4.16
2962,677.65,84.42,3.42
2963,696.14,87.1,3.58
2964,706.8,85.46,2.76
2965,691.43,84.7,4.1
2966,707.67,86.69,3.51
2967,697.47,83.85,3.88
2968,693.47,85.69,3.32
2969,712.31,83.97,3.3
2970,707.87,85.37,3.98
2971,716.43,83.66,3.94
2972,716.39,85.43,3.46
2973,699.2,86.59,2.52
2974,689.11,86.2,3.5
2975,685.06,84.85,3.68
2976,679.59,84.93,3.85
2977,721.2,85.81,3.79
2978,687.95,85.14,3.12
2979,706.78,86.02,3.31
2980,672.84,86.45,3.05
2981,702.58,84.42,3.66
2982,694.01,86.11,3.78
2983,668.61,83.98,3.39
2984,700.89,85.64,3.44
2985,700.53,85.74,3.22
2986,705.16,85.87,3.3
2987,705.25,84.85,3.56
2988,687.97,85.8,3.53
2989,708.65,83.83,4.3
2990,696.61,86.89,3.59
2991,723.46,83.03,3.94
2992,686.92,84.18,3.67
2993,712.73,85.59,4.2
2994,715.87,85.96,3.65
2995,701.53,84.89,3.25
2996,706.14,83.92,4.59
2997,684.67,85.23,3.0
2998,735.41,85.65,4.35
2999,708.87,83.26,3.65
3000,716.18,86.31,3.42
3001,687.56,85.89,3.72
3002,707.1,87.21,3.69
3003,696.25,85.27,3.02
3004,703.23,86.69,4.22
3005,708.48,84.66,4.25
3006,717.81,85.61,3.99
3007,658.31,85.18,3.36
3008,676.71,85.9,3.27
3009,704.23,85.7,4.06
3010,685.18,84.04,3.47
3011,694.97,84.6,3.24
3012,701.19,85.0,4.25
3013,712.78,83.19,3.46
3014,701.59,86.73,3.13
3015,700.46,86.05,3.19
3016,707.17,85.69,3.27
3017,702.07,85.27,2.57
3018,691.39,86.8,3.65
3019,703.64,86.26,3.81
3020,678.8,86.56,3.82
3021,704.81,85.29,3.74
3022,705.29,84.55,2.58
3023,707.0,84.17,3.24
3024,728.57,85.91,3.13
3025,678.45,85.76,3.28
3026,675.85,85.27,2.91
3027,720.47,84.61,4.13
3028,735.75,85.66,4.31
3029,712.03,86.91,3.53
3030,696.38,84.61,3.35
3031,710.94,86.69,2.78
3032,704.52,86.02,3.48
3033,700.7,85.33,3.23
3034,715.34,84.44,3.76
3035,687.83,87.27,3.51
3036,691.07,86.19,3.4
3037,680.44,86.71,3.9
3038,685.77,83.17,3.0
3039,712.71,83.87,4.56
3040,671.71,87.4,3.24
3041,680.07,85.15,3.99
3042,726.83,85.28,2.79
3043,694.74,85.74,3.82
3044,717.5,85.32,3.34
3045,714.94,85.65,4.2
3046,695.01,84.69,3.21
3047,703.76,85.12,4.36
3048,686.36,85.72,4.27
3049,710.57,85.1,3.33
3050,704.04,83.31,3.21
3051,711.72,85.31,2.88
3052,694.08,84.84,4.46
3053,702.35,85.04,3.97
3054,709.35,85.59,3.42
3055,690.7,86.47,3.15
3056,670.49,84.73,3.18
3057,714.9,84.43,2.46
3058,690.79,86.7,3.28
3059,666.14,84.8,3.27
3060,700.71,85.91,2.82
3061,703.05,85.22,4.35
3062,701.18,86.03,3.35
3063,699.84,84.23,3.59
3064,688.92,87.11,3.4
3065,705.99,85.77,3.36
3066,688.34,85.37,2.54
3067,705.46,85.43,3.19
3068,719.86,85.23,3.19
3069,670.99,85.15,4.27
3070,686.79,85.27,2.8
3071,699.61,84.87,3.62
3072,708.47,83.38,4.92
3073,706.08,87.11,3.4
3074,716.85,84.54,4.2
3075,699.91,85.27,3.3
3076,712.63,85.13,4.0
3077,698.39,86.32,3.64
3078,697.43,84.81,3.52
3079,683.11,82.82,4.21
3080,701.78,84.84,2.6
3081,685.79,85.75,4.34
3082,707.07,84.76,3.68
3083,708.75,85.5,3.7
3084,730.87,86.05,4.39
3085,668.38,85.93,3.85
3086,703.23,85.68,4.39
3087,698.12,85.47,3.9
3088,693.2,85.28,3.75
3089,699.8,86.23,4.52
3090,679.12,85.09,3.76
3091,693.79,85.27,3.36
3092,709.11,85.93,4.35
3093,699.12,85.56,3.64
3094,699.93,83.34,3.08
3095,663.31,85.94,3.37
3096,693.84,85.64,3.39
3097,688.42,84.07,4.24
3098,713.65,87.27,3.26
3099,696.3,86.86,3.53
3100,703.49,85.42,3.71
3101,698.65,84.49,4.43
3102,675.53,85.79,3.71
3103,709.17,86.14,3.71
3104,687.47,84.91,3.16
3105,700.17,85.14,4.51
3106,718.57,86.59,3.67
3107,662.38,85.77,3.75
3108,678.17,85.02,5.1
3109,696.23,86.36,2.74
3110,686.3,86.23,3.76
3111,673.18,87.46,3.99
3112,699.73,85.69,4.49
3113,687.48,84.55,3.69
3114,698.12,83.87,4.05
3115,697.93,85.04,4.13
3116,714.53,85.72,4.83
3117,696.92,85.1,2.59
3118,719.74,84.95,2.96
3119,689.58,85.19,4.24
3120,709.31,84.97,3.58
3121,683.37,85.49,3.5
3122,687.3,86.72,4.6
3123,713.39,85.39,3.39
3124,702.86,85.29,3.68
3125,689.01,86.66,3.36
3126,692.22,86.35,2.91
3127,700.97,85.68,4.17
3128,697.58,85.18,3.72
3129,678.11,85.56,3.44
3130,689.94,85.19,3.26
3131,704.03,86.11,3.66
3132,726.92,85.11,3.77
3133,692.62,83.53,3.45
3134,685.87,84.45,3.22
3135,711.63,86.72,3.76
3136,701.09,85.52,4.44
3137,692.99,87.27,3.02
3138,688.3,86.57,3.63
3139,692.63,86.63,3.53
3140,707.81,84.04,3.15
3141,689.17,85.49,3.43
3142,662.28,85.18,3.56
3143,727.28,87.21,3.44
3144,701.76,86.45,2.53
3145,702.01,84.58,3.82
3146,697.93,84.47,4.18
3147,706.78,85.68,3.99
3148,703.82,85.06,3.31
3149,711.96,87.39,3.24
3150,717.23,84.13,3.72
3151,698.97,86.34,4.38
3152,707.47,85.59,2.86
3153,671.27,84.78,3.1
3154,677.72,84.29,3.73
3155,720.93,86.91,3.79
3156,706.02,84.9,3.44
3157,675.38,86.22,4.3
3158,716.1,85.69,3.89
3159,681.13,86.33,3.16
3160,688.07,85.38,3.08
3161,694.16,84.68,2.92
3162,701.87,86.93,2.65
3163,681.32,84.51,4.31
3164,703.44,85.29,2.99
3165,692.04,84.56,4.28
3166,711.84,87.2,3.65
3167,706.15,85.72,3.09
3168,709.59,86.39,3.34
3169,682.82,86.98,3.58
3170,709.65,84.37,3.0
3171,707.76,83.07,4.46
3172,671.85,86.8,3.28
3173,672.72,85.1,4.36
3174,699.71,86.01,2.97
3175,706.25,86.57,4.43
3176,705.42,85.15,3.94
3177,703.46,85.84,2.54
3178,731.29,84.91,3.27
3179,708.18,86.4,3.17
3180,690.59,84.51,3.66
3181,694.12,85.39,3.43
3182,704.21,82.45,4.1
3183,688.14,85.48,3.63
3184,680.84,86.7,3.2
3185,723.93,85.88,3.09
3186,689.89,86.62,3.4
3187,694.12,85.41,3.26
3188,689.22,85.52,2.85
3189,678.69,86.67,3.38
3190,681.84,87.45,3.99
3191,683.87,85.03,2.57
3192,696.84,86.56,4.14
3193,695.55,83.67,3.71
3194,705.94,84.93,3.77
3195,675.6,85.83,3.62
3196,697.47,84.66,4.27
3197,700.18,85.21,3.78
3198,717.76,85.82,3.5
3199,700.57,82.12,2.83
3200,685.53,86.35,3.04
3201,719.04,85.38,4.49
3202,690.16,87.45,3.69
3203,700.79,85.67,3.31
3204,701.92,85.81,3.13
3205,706.03,85.01,3.36
3206,696.45,84.15,3.65
3207,698.87,85.28,3.65
3208,684.8,83.93,3.54
3209,729.43,86.5,3.75
3210,692.32,84.76,3.65
3211,706.94,87.51,3.66
3212,700.71,83.88,3.92
3213,688.85,84.46,3.0
3214,713.6,85.56,3.39
3215,695.82,86.77,3.49
3216,697.39,84.39,3.57
3217,713.24,85.99,4.63
3218,715.38,84.21,3.25
3219,691.28,84.05,4.2
3220,703.85,85.33,2.88
3221,724.42,84.44,3.64
3222,718.64,85.78,3.01
3223,705.81,85.57,3.13
3224,677.37,86.45,3.58
3225,679.87,85.21,3.85
3226,714.52,85.26,3.93
3227,696.4,86.81,2.87
3228,705.79,84.07,4.01
3229,686.06,84.94,3.61
3230,705.6,87.14,2.39
3231,715.41,84.11,2.87
3232,703.04,86.16,4.22
3233,686.26,85.71,3.83
3234,707.96,86.13,3.97
3235,690.98,85.58,4.13
3236,703.37,86.28,3.42
3237,698.84,84.1,3.7
3238,702.63,87.16,4.15
3239,688.49,86.56,2.95
3240,689.13,85.56,3.27
3241,726.83,84.84,2.82
3242,694.19,85.58,3.93
3243,703.74,86.33,3.37
3244,710.97,87.0,3.54
3245,690.53,82.4,3.89
3246,698.47,87.4,3.79
3247,709.95,86.8,2.77
3248,709.82,86.06,3.43
3249,701.33,84.88,3.66
3250,694.46,84.66,3.27
3251,725.74,85.91,3.03
3252,682.32,85.13,3.87
3253,706.61,85.2,2.61
3254,681.51,86.41,3.63
3255,698.39,84.9,2.96
3256,688.46,86.94,3.9
3257,697.92,84.7,3.14
3258,689.31,86.06,3.05
3259,720.34,84.69,3.88
3260,681.78,84.36,3.77
3261,710.01,86.47,3.69
3262,720.62,86.06,3.86
3263,704.93,85.56,2.98
3264,716.62,85.74,4.03
3265,706.12,86.82,3.25
3266,730.47,86.58,3.76
3267,681.47,84.43,3.6
3268,682.89,85.18,3.34
3269,728.06,84.63,3.22
3270,676.87,85.78,3.44
3271,692.87,84.52,2.25
3272,695.29,85.93,4.37
3273,721.07,84.84,3.45
3274,701.82,86.98,4.13
3275,700.59,85.63,3.62
3276,693.56,86.03,3.23
3277,703.37,83.79,3.52
3278,691.17,84.04,3.54
3279,697.87,85.66,4.23
3280,693.38,85.27,3.97
3281,701.01,86.42,3.42
3282,663.79,86.54,3.36
3283,700.94,88.37,4.08
3284,677.32,86.97,3.33
3285,699.1,86.01,3.82
3286,699.66,86.3,2.84
3287,679.26,86.41,3.83
3288,704.18,86.36,3.48
3289,723.25,84.58,4.48
3290,695.06,87.01,3.8
3291,703.27,84.15,3.69
3292,714.44,86.2,3.77
3293,717.83,86.72,4.14
3294,718.47,85.43,3.54
3295,696.07,83.91,2.98
3296,692.37,84.63,4.12
3297,685.14,84.0,3.76
3298,707.34,83.62,3.4
3299,707.1,87.58,3.22
3300,681.59,83.64,3.6
3301,668.08,85.45,3.04
3302,699.86,85.53,3.47
3303,697.16,85.56,3.04
3304,700.64,85.26,2.84
3305,696.18,83.83,3.28
3306,705.89,85.9,3.05
3307,696.62,84.99,3.55
3308,696.54,84.99,3.94
3309,708.78,85.14,3.28
3310,690.96,83.76,2.83
3311,697.18,86.5,3.77
3312,697.74,84.65,3.56
3313,687.6,84.93,3.64
3314,711.33,86.08,3.61
3315,680.66,84.72,3.64
3316,675.23,85.82,3.48
3317,703.31,86.11,3.91
3318,706.48,85.88,3.21
3319,696.61,85.49,2.52
3320,708.09,86.47,3.26
3321,704.57,84.64,2.63
3322,720.31,86.88,3.43
3323,672.41,85.27,4.42
3324,698.11,85.4,3.38
3325,689.73,84.26,3.0
3326,686.57,84.93,4.25
3327,674.84,83.96,3.2
3328,710.0,84.3,3.14
3329,692.6,86.3,3.98
3330,691.36,85.11,4.06
3331,686.42,86.01,3.99
3332,686.42,85.76,3.11
3333,684.76,85.25,2.33
3334,715.91,85.14,3.31
3335,695.03,84.76,3.31
3336,700.87,85.95,4.31
3337,712.79,86.67,4.09
3338,685.67,87.89,3.08
3339,697.81,84.53,4.15
3340,727.32,86.57,3.74
3341,713.98,84.22,4.91
3342,705.4,86.37,4.54
3343,702.85,86.79,3.03
3344,715.68,85.55,3.1
3345,706.21,84.45,3.97
3346,707.06,86.12,4.1
3347,716.36,85.77,4.55
3348,717.31,88.08,4.39
3349,712.88,85.08,2.83
3350,692.68,85.11,3.8
3351,709.34,86.24,3.69
3352,703.26,86.14,2.95
3353,699.55,84.27,2.62
3354,708.07,84.37,3.66
3355,697.05,86.8,3.38
3356,677.82,85.01,3.52
3357,703.01,83.71,3.03
3358,705.98,84.53,3.53
3359,697.51,86.05,3.66
3360,702.62,85.97,3.72
3361,686.9,86.53,3.86
3362,664.67,87.35,3.62
3363,683.93,86.07,3.74
3364,704.2,83.76,2.81
3365,721.61,86.01,3.68
3366,697.05,86.68,3.71
3367,721.31,86.02,3.71
3368,699.43,87.04,4.47
3369,697.25,86.19,3.1
3370,693.56,85.58,4.12
3371,705.67,84.11,3.27
3372,685.81,85.07,3.45
3373,687.69,87.03,3.66
3374,703.89,85.14,4.5
3375,699.26,83.79,3.14
3376,688.21,86.43,3.02
3377,739.94,85.93,3.48
3378,713.58,83.98,3.93
3379,686.77,85.94,3.79
3380,685.74,86.19,4.26
3381,729.72,88.28,3.42
3382,731.02,85.01,4.06
3383,662.43,86.63,3.21
3384,686.61,85.98,2.91
3385,692.63,85.68,2.85
3386,690.39,85.81,3.1
3387,699.82,84.28,3.15
3388,708.99,85.19,3.63
3389,714.37,86.32,3.99
3390,734.67,84.86,3.11
3391,675.13,86.03,3.81
3392,706.74,85.19,4.06
3393,691.06,85.77,3.97
3394,714.67,85.8,2.98
3395,698.56,85.53,3.77
3396,712.86,85.52,3.84
3397,682.73,86.78,3.53
3398,698.56,86.29,3.08
3399,678.13,86.42,2.13
3400,694.32,86.43,3.63
3401,707.07,84.56,3.43
3402,696.96,85.25,3.42
3403,706.81,84.61,2.58
3404,712.29,85.26,4.25
3405,703.27,85.37,2.97
3406,703.45,84.86,3.72
3407,714.54,85.11,2.95
3408,704.48,85.05,2.49
3409,680.0,85.84,2.42
3410,721.91,83.53,3.81
3411,682.11,86.13,3.77
3412,689.94,85.51,4.02
3413,706.46,84.93,3.37
3414,680.58,87.36,2.75
3415,706.61,86.75,3.41
3416,728.61,85.43,4.96
3417,685.92,84.73,3.38
3418,728.04,85.74,3.9
3419,695.67,87.33,3.36
3420,681.81,84.02,3.5
3421,681.05,85.89,2.9
3422,688.87,85.8,3.53
3423,699.9,84.29,4.16
3424,704.05,87.56,3.99
3425,701.97,84.82,4.09
3426,708.01,84.15,3.29
3427,667.19,86.43,2.86
3428,704.64,85.79,4.78
3429,699.05,85.7,3.08
3430,698.2,85.21,3.59
3431,735.07,84.99,3.44
3432,696.44,85.72,4.39
3433,672.7,86.63,4.09
3434,711.09,86.09,3.33
3435,707.83,85.79,3.1
3436,708.87,84.62,4.96
3437,693.61,85.89,4.51
3438,708.88,87.57,3.52
3439,705.39,85.16,3.58
3440,698.76,86.0,2.68
3441,692.57,85.0,3.47
3442,721.34,85.84,2.74
3443,667.75,85.42,3.45
3444,713.84,85.5,4.23
3445,689.82,83.82,3.36
3446,704.28,83.88,4.04
3447,695.5,84.93,3.88
3448,714.41,87.99,3.81
